Form Number,Date,Gear ,Landing Site ,Shark/Ray,Family name,Shark Scientific name,Common name ,Swahili name,Sex,Weight (kg),Total length (cm),Fork length,Pre-caudal length,Disc length,Disc width,photo ID,Comment
NGM300618-01,30-Jun-18,Handline,Ngomeni,Shark,Carcharhinidae,Carcharhinus sorrah,Spottail shark,Mwanga chapa,M,1.925,68,,60,,,,
NGM010718-01,1-Jul-18,Handline,Ngomeni,Ray,Dasyatidae,Himantura uarnak ,Honeycomb stingray,Shepwa,F,22,62,,48,,,,
NGM010718-01,1-Jul-18,Handline,Ngomeni,Ray,Dasyatidae,Himantura uarnak ,Honeycomb stingray,Shepwa,F,30,74,,53,,,,
NGM010718-01,1-Jul-18,Handline,Ngomeni,Ray,Dasyatidae,Himantura uarnak ,Honeycomb stingray,Shepwa,M,14,56,,42,,,,
NGM010718-01,1-Jul-18,Handline,Ngomeni,Ray,Dasyatidae,Himantura uarnak ,Honeycomb stingray,Shepwa,M,18,59,,44,,,,
NGM010718-02,1-Jul-18,Handline,Ngomeni,Shark,Sphyrnidae,Sphyrna lewini,Scalloped hammerhead,Mbingusi,F,102,210,,97,,,,
NGM010718-02,1-Jul-18,Handline,Ngomeni,Shark,Sphyrnidae,Sphyrna lewini,Scalloped hammerhead,Mbingusi,F,60,110,,88,,,,
NGM010718-02,1-Jul-18,Handline,Ngomeni,Shark,Sphyrnidae,Sphyrna lewini,Scalloped hammerhead,Mbingusi,M,30,100,,85,,,,
NGM010718-02,1-Jul-18,Handline,Ngomeni,Shark,Sphyrnidae,Sphyrna lewini,Scalloped hammerhead,Mbingusi,M,18,96,,74,,,,
NGM020718-01,2-Jul-18,Handline,Ngomeni,Shark,Carcharhinidae,Carcharhinus falciformis,Silky shark,papa shubili,F,3,84,,64,,,,
NGM020718-01,2-Jul-18,Handline,Ngomeni,Shark,Carcharhinidae,Carcharhinus falciformis,Silky shark,papa shubili,F,2,80,,59,,,,
NGM020718-01,2-Jul-18,Handline,Ngomeni,Shark,Carcharhinidae,Carcharhinus falciformis,Silky shark,papa shubili,F,1.5,79,,58,,,,
NGM020718-01,2-Jul-18,Handline,Ngomeni,Shark,Carcharhinidae,Carcharhinus falciformis,Silky shark,papa shubili,F,1,65,,54,,,,
NGM020718-01,2-Jul-18,Handline,Ngomeni,Shark,Carcharhinidae,Carcharhinus falciformis,Silky shark,papa shubili,F,2.5,81,,65,,,,
NGM030718-01,3-Jul-18,Handline,Ngomeni,Shark,Carcharhinidae,Carcharhinus falciformis,Silky shark,papa shubili,M,2.205,76,,71,,,,
NGM030718-01,3-Jul-18,Handline,Ngomeni,Shark,Carcharhinidae,Carcharhinus falciformis,Silky shark,papa shubili,F,2,64,,59,,,,
NGM030718-01,3-Jul-18,Handline,Ngomeni,Shark,Sphyrnidae,Sphyrna lewini,Scalloped hammerhead,Mbingusi,F,0.5,44,,39,,,,
NGM030718-02,3-Jul-18,Handline,Ngomeni,Shark,Carcharhinidae,Carcharhinus falciformis,Silky shark,papa shubili,F,2.85,83,,74,,,,
NGM030718-02,3-Jul-18,Handline,Ngomeni,Shark,Carcharhinidae,Carcharhinus falciformis,Silky shark,papa shubili,F,2.12,76,,60,,,,
NGM030718-03,3-Jul-18,Handline,Ngomeni,,,,,Bakeshi,F,30,145,,100,,,,
NGM030718-03,3-Jul-18,Handline,Ngomeni,,,,,Bakeshi,F,20,98,,84,,,,
NGM050718-01,5-Jul-18,Handline,Ngomeni,Shark,Carcharhinidae,Carcharhinus falciformis,Silky shark,papa shubili,M,1.54,71,,58,,,,
NGM050718-01,5-Jul-18,Handline,Ngomeni,Shark,Carcharhinidae,Carcharhinus falciformis,Silky shark,papa shubili,M,1.824,80,,62,,,,
NGM050718-02,5-Jul-18,Handline,Ngomeni,Shark,Sphyrnidae,Sphyrna lewini,Scalloped hammerhead,Mbingusi,F,1.5,71,,52,,,,
SHM150718-01,15-Jul-18,Handline,Shimoni,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Nyamurani,,3.2,85,,72,,,,Head and tail fin removed
SHM150718-01,15-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Dasyatis kuhlii,,Karwe,,8.5,,,,70.2,50.4,,Tail removed
SHM160718-01,16-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Dasyatis kuhlii,,Karwe,M,1.07,,,,34,34,101-0109,
SHM160718-01,16-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Dasyatis kuhlii,,Karwe,M,1.135,,,,26,34.5,101-0110,
SHM160718-01,16-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Dasyatis kuhlii,,Karwe,M,0.895,,,,24,32.5,101-0111,No tail
SHM160718-01,16-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Dasyatis kuhlii,,Karwe,M,1.145,,,,54.5,34,101-0113,Tail present
SHM160718-01,16-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Dasyatis kuhlii,,Karwe,M,1.03,,,,56,32.5,101-0114,
SHM160718-01,16-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Dasyatis kuhlii,,Karwe,M,0.205,,,,36,16,101-0117,Tail present
SHM170718-01,17-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Dasyatis kuhlii,,Karwe,M,1.5205,,,,70,32,101-0120,
SHM170718-01,17-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Taeniura lymma,Bluespotted ribbontail ray,Karuwe,M,1.46,,,,62,32,101-0122,
SHM170718-01,17-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Taeniura lymma,Bluespotted ribbontail ray,Karuwe,,1.3,,,,60,27,101-0123,
SHM190718-01,19-Jul-18,Handline,Shimoni,Shark,_Rhinidae,Rhynchobatus djiddensis,,Papa Fuanda,,0.9,68.5,,62,,,,
SHM190718-01,19-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Taeniura lymma,Bluespotted ribbontail ray,Karuwe,,1,,,,55,13,,
SHM230718-01,23-Jul-18,Handline,Shimoni,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,,,1.085,,,53,,,101-0175,
SHM240718-01,24-Jul-18,Handline,Shimoni,Shark,_Rhinidae,Rhynchobatus djiddensis,,Papa Fuanda,,1.1,72,,66,,,101-0180,
SHM250718-01,25-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Dasyatis kuhlii,,Karwe,M,0.8,,,,50.5,30.5,101-0181,
SHM250718-01,25-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Dasyatis kuhlii,,Karwe,F,0.85,,,,58.5,33,101-0182,
SHM300718-01,30-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Taeniura lymma,Bluespotted ribbontail ray,Taa maji,M,68,,,,150,180,101-0228,Mesured when already cut into two separate pieces.
SHM310718-01,31-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Dasyatis kuhlii,,Karwe,M,1.735,,,,36,40,101-0230,Basket trap
SHM310718-01,31-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Dasyatis kuhlii,,Karwe,F,0.865,,,,31.5,32,101-0232,Basket trap
SHM310718-01,31-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Taeniura lymma,Bluespotted ribbontail ray,Karuwe,M,0.565,,,,51.9,22,101-0233,Spear gun- foot fishers
SHM310718-01,31-Jul-18,Handline,Shimoni,Ray,Dasyatidae,Taeniura lymma,Bluespotted ribbontail ray,Karuwe,,0.865,,,,58.8,24.5,101-0236,Spear gun-foot fishers
SHM010818-01,1-Aug-18,Handline,Shimoni,Ray,Dasyatidae,Himantura uarnak ,Honeycomb stingray,Taa chui,M,26,,,,196,98,"101-0240,101-0248",Tail present
SHM020818-01,2-Aug-18,Handline,Shimoni,Shark,_Rhinidae,Rhynchobatus djiddensis,,Papa Fuanda,F,7.7,75,,,,,,
SHM020818-01,2-Aug-18,Handline,Shimoni,Ray,Dasyatidae,Himantura uarnak ,Honeycomb stingray,Taa chui,M,,,,,83,104,101-0258,
SHM070818-01,7-Aug-18,Handline,Shimoni,Shark,_Rhinidae,Rhynchobatus djiddensis,,papa fuanda,F,1.32,77,,,,,101-0278,
SHM080818-01,8-Aug-18,Handline,Shimoni,Ray,Dasyatidae,Himantura uarnak ,Honeycomb stingray,,,,,,,,,,
SHM100818-01,10-Aug-18,Handline,Shimoni,Ray,Dasyatidae,Dasyatis kuhlii,,Karwe,F,1.5,,,,35,27,101-0315,
SHM140818-01,14-Aug-18,Handline,Shimoni,Ray,Dasyatidae,Himantura uarnak ,Honeycomb stingray,Karuwe,,1.93,,,,69,39,,
SHM140818-01,14-Aug-18,Handline,Shimoni,Ray,Dasyatidae,Himantura uarnak ,Honeycomb stingray,Karuwe,,1.59,,,,66,31,,
SHM140818-01,14-Aug-18,Handline,Shimoni,Ray,Dasyatidae,Himantura uarnak ,Honeycomb stingray,Karuwe,,1.625,,,,71,31,,
SHM180818-01,18-Aug-18,Handline,Shimoni,Ray,Dasyatidae,Himantura uarnak ,Honeycomb stingray,Taa chui,F,15.5,,,,94,86,101-0140,
SHM230818-01,20-Aug-18,Handline,Shimoni,Ray,Dasyatidae,Himantura uarnak ,Honeycomb stingray,Karuwe,,0.985,,,,28,26,101-0414,
SHM230818-01,23-Aug-18,Handline,Shimoni,Shark,_Rhinidae,Rhynchobatus djiddensis,,Papa Fuanda,,1.735,83,,,,,101-0441,
SHM230818-01,23-Aug-18,Handline,Shimoni,Shark,_Rhinidae,Rhynchobatus djiddensis,,Papa Fuanda,,0.935,73.5,,,,,101-0442,
SHM230818-01,23-Aug-18,Handline,Shimoni,Shark,_Rhinidae,Rhynchobatus djiddensis,,Papa Fuanda,,1.745,82,,,,,101-0443,
SHM230818-01,23-Aug-18,Handline,Shimoni,Ray,Dasyatidae,Himantura uarnak ,Honeycomb stingray,Karuwe,,1.195,,,,46,,101-0438,
SHM250818-01,25-Aug-18,Handline,Shimoni,Ray,Dasyatidae,Dasyatis kuhlii,,Karwe,,0.77,,,,24,32,101-0452,
SHM250818-01,25-Aug-18,Handline,Shimoni,Ray,Dasyatidae,Dasyatis kuhlii,,Karwe,,0.86,,,,24,32.5,101-0453,
SHM250818-01,25-Aug-18,Handline,Shimoni,Ray,Dasyatidae,Dasyatis kuhlii,,Karwe,,0.9,,,,25,32.5,101-0454,
KPN010818-01,1-Aug-18,Monofilament,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,,1.5,78,67.4,,,,,
KPN010818-01,1-Aug-18,Monofilament,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,,0.836,60.2,50.2,,,,,
KPN010818-01,1-Aug-18,Monofilament,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,,2.31,38.3,28.1,,,,,
KPN010818-01,1-Aug-18,Monofilament,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,,1.361,71.2,62.3,,,,,
KPN010818-01,1-Aug-18,Monofilament,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,,0.259,47,36.2,,,,,
KPN010818-01,1-Aug-18,Monofilament,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,,0.172,35,27.7,,,,,
KPN010818-01,1-Aug-18,Monofilament,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,,0.313,44,38.1,,,,,
KPN010818-01,1-Aug-18,Monofilament,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,,0.28,42,38.2,,,,,
KPN020818-01,2-Aug-18,Monofilament,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,F,11.6,130,96,,,,,
KPN020818-01,2-Aug-18,Monofilament,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,F,3.8,49.8,35.7,,,,,
KPN020818-01,2-Aug-18,Monofilament,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,F,1.3,53.8,32.6,,,,,
KPN020818-01,2-Aug-18,Monofilament,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,F,1.5,84.6,70.3,,,,,
KPN030818-01,3-Aug-18,Monofilament,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,2.98,38.2,27.6,,,,,
KPN030818-01,3-Aug-18,Monofilament,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,2.45,41.3,29.6,,,,,
KPN030818-01,3-Aug-18,Monofilament,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,M,2.38,41.7,29.5,,,,,
KPN030818-01,3-Aug-18,Monofilament,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,F,3.17,49.8,35.7,,,,,
KPN150818-01,15-Aug-18,Gillnet,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,M,0.35,41,33,30,,,,
KPN150818-01,15-Aug-18,Gillnet,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,M,0.35,42,34,31,,,,
KPN150818-01,15-Aug-18,Gillnet,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,F,0.35,42,34.5,31.5,,,,
KPN150818-01,15-Aug-18,Gillnet,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,F,0.5,51,41,38,,,,
KPN150818-01,15-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.4,51,35,32,,,,
KPN150818-01,15-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.6,53,42,36.5,,,,
KPN150818-01,15-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.7,53,42,37,,,,
KPN150818-01,15-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.6,50,41,38,,,,
KPN150818-01,15-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.6,51,41,37,,,,
KPN150818-01,15-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.6,53.5,42,36.5,,,,
KPN160818-01,16-Aug-18,Gillnet,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,F,0.25,33.5,28,25,,,,
KPN160818-01,16-Aug-18,Gillnet,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,M,0.4,43,35,32,,,,
KPN160818-01,16-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.4,50,38,34,,,,
KPN160818-01,16-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.4,48,38,34.5,,,,
KPN160818-01,16-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.6,54,42,37,,,,
KPN160818-01,16-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.45,48,36,32,,,,
KPN160818-01,16-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.5,49,41,36,,,,
KPN160818-01,16-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.5,51,38,34.5,,,,
KPN160818-01,16-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.6,50,39,36,,,,
KPN160818-01,16-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.7,53,43,38.5,,,,
KPN170818-01,17-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.6,51,39,36,,,,
KPN170818-01,17-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.6,51,40,36.5,,,,
KPN170818-01,17-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.6,53,40,36,,,,
KPN170818-01,17-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.75,53,41,37,,,,
KPN170818-01,17-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.6,48,38,34,,,,
KPN170818-01,17-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.8,55,40,37,,,,
KPN170818-01,17-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.5,48,36,33,,,,
KPN170818-01,17-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.6,47.5,38,34,,,,
KPN170818-01,17-Aug-18,Gillnet,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,F,1,52,44,38.5,,,,
KPN170818-01,17-Aug-18,Gillnet,Kipini,,Rhyncodontidae,Rhynchodon typus,Whale shark,Hamram,M,0.8,51,41,38,,,,
KPN180818-01,18-Aug-18,Gillnet,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,F,0.6,50,41,37,,,,
KPN180818-01,18-Aug-18,Gillnet,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,M,1,60,50,44,,,,
KPN180818-01,18-Aug-18,Gillnet,Kipini,Shark,Carcharhinidae,Carcharhinus falciformis,Silky shark,Papa pepo,F,0.8,53,44,39,,,,
KPN180818-01,18-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.6,50,40,36,,,,
KPN180818-01,18-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.6,49.5,38,35,,,,
KPN180818-01,18-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.7,52,40,35,,,,
KPN180818-01,18-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.8,53,40.5,37,,,,
KPN180818-01,18-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.8,53,41,37.5,,,,
KPN180818-01,18-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.8,54,41,37.5,,,,
KPN180818-01,18-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,1,62,48,42,,,,
KPN190818-01,19-Aug-18,Gillnet,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,F,0.7,52,43.5,37,,,,
KPN190818-01,19-Aug-18,Gillnet,Kipini,Shark,Carcharhinidae,Carcharhinus amblyrhynchos,Grey reef,Suhela,M,1.25,51,41,36,,,,
KPN190818-01,19-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.8,64,48,44.5,,,,
KPN190818-01,19-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.6,55,43.5,38.5,,,,
KPN190818-01,19-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.5,48,38,34,,,,
KPN190818-01,19-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.4,48,38,34,,,,
KPN190818-01,19-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.4,49,39,34.5,,,,
KPN190818-01,19-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.4,44.5,35,31,,,,
KPN190818-01,19-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.25,45,37,32,,,,
KPN190818-01,19-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.25,39.5,33.5,30,,,,
KPN200818-01,20-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.25,36,30,26,,,,
KPN200818-01,20-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.6,48,37,35,,,,
KPN200818-01,20-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.75,53,41,37,,,,
KPN200818-01,20-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.65,51,40,35,,,,
KPN200818-01,20-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.6,50,39,34,,,,
KPN200818-01,20-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.85,55,42,37,,,,
KPN200818-01,20-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,F,0.85,56,44,40,,,,
KPN200818-01,20-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.4,49,39,34,,,,
KPN200818-01,20-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.6,50,39,34,,,,
KPN200818-01,20-Aug-18,Gillnet,Kipini,Shark,Sphyrnidae,Sphyrna lewini,Hammerhead,Mbingusi,M,0.8,53,41,36,,,,